"","school","score","college","white","el","prop_college"
"8710",5257,265.59,0,1,0,0.285714285714286
"8711",5257,231.34,0,0,0,0.285714285714286
"8712",5257,267.08,0,0,0,0.285714285714286
"8713",5257,235.22,1,1,0,0.285714285714286
"8714",5257,182.34,1,0,0,0.285714285714286
"8715",5257,214.2,0,0,1,0.285714285714286
"8716",5257,316.32,0,0,0,0.285714285714286
"8717",5257,244.86,0,0,0,0.285714285714286
"8718",5257,204.4,1,1,0,0.285714285714286
"8719",5257,282.59,1,0,0,0.285714285714286
"8720",5257,249.86,0,0,0,0.285714285714286
"8721",5257,204.64,0,0,0,0.285714285714286
"8722",5257,232.05,1,0,0,0.285714285714286
"8723",5257,233.13,0,1,0,0.285714285714286
"8724",5257,277.19,0,0,0,0.285714285714286
"8725",5257,259.32,0,0,0,0.285714285714286
"8726",5257,276.09,1,1,0,0.285714285714286
"8727",5257,303.5,1,0,0,0.285714285714286
"8728",5257,243.93,0,1,0,0.285714285714286
"8729",5257,248.25,1,0,0,0.285714285714286
"8730",5257,246.6,0,0,0,0.285714285714286
"8731",5257,301.08,1,1,0,0.285714285714286
"8732",5257,218.29,0,0,0,0.285714285714286
"8733",5257,275.78,0,0,0,0.285714285714286
"8734",5257,212.27,0,0,0,0.285714285714286
"8735",5257,285.36,0,0,0,0.285714285714286
"8736",5257,259.28,0,0,0,0.285714285714286
"8737",5257,265.4,0,0,0,0.285714285714286
"8738",5257,249.26,0,0,0,0.285714285714286
"8739",5257,247.88,0,0,0,0.285714285714286
"8740",5257,274.84,0,1,0,0.285714285714286
"8741",5257,295.34,1,1,0,0.285714285714286
"8742",5257,258.25,0,0,0,0.285714285714286
"8743",5257,312,1,0,0,0.285714285714286
"8744",5257,286.32,0,1,0,0.285714285714286
"8745",5257,268,1,0,0,0.285714285714286
"8746",5257,231.75,0,1,0,0.285714285714286
"8747",5257,179.38,0,0,1,0.285714285714286
"8748",5257,233.41,0,1,0,0.285714285714286
"8749",5257,199.8,0,0,1,0.285714285714286
"8750",5257,203.74,0,0,1,0.285714285714286
"8751",5257,194.96,0,0,1,0.285714285714286
"8752",5257,180.53,1,1,0,0.285714285714286
"8753",5257,227.83,0,1,0,0.285714285714286
"8754",5259,240.12,0,0,0,0.307692307692308
"8755",5259,282.37,0,0,0,0.307692307692308
"8756",5259,307.71,1,1,0,0.307692307692308
"8757",5259,251.9,1,0,0,0.307692307692308
"8758",5259,291.71,0,0,0,0.307692307692308
"8759",5259,301.04,1,1,0,0.307692307692308
"8760",5259,274.14,1,0,0,0.307692307692308
"8761",5259,239.41,0,0,0,0.307692307692308
"8762",5259,275.55,1,0,0,0.307692307692308
"8763",5259,251.35,0,0,0,0.307692307692308
"8764",5259,246.97,1,0,1,0.307692307692308
"8765",5259,277.7,0,0,0,0.307692307692308
"8766",5259,258.67,0,0,0,0.307692307692308
"8767",5259,289.19,0,0,0,0.307692307692308
"8768",5259,210.92,0,0,1,0.307692307692308
"8769",5259,286.53,0,0,0,0.307692307692308
"8770",5259,230.24,0,0,0,0.307692307692308
"8771",5259,223.75,0,0,0,0.307692307692308
"8772",5259,228.05,0,0,1,0.307692307692308
"8773",5259,226.35,0,0,0,0.307692307692308
"8774",5259,264.45,1,1,0,0.307692307692308
"8775",5259,300.4,0,1,0,0.307692307692308
"8776",5259,181.94,0,0,0,0.307692307692308
"8777",5259,282.41,0,0,0,0.307692307692308
"8778",5259,304.5,0,0,0,0.307692307692308
"8779",5259,358.12,1,0,0,0.307692307692308
"8780",5273,282.33,1,1,0,1
"8781",5273,254.15,1,1,0,1
"8782",5273,255.01,1,1,0,1
"8783",5273,261.04,1,1,0,1
"8784",5273,291.79,1,1,0,1
"8785",5273,307.51,1,1,0,1
"8786",5273,326.35,1,0,0,1
"8787",5273,237.11,1,1,0,1
"8788",5274,260.73,0,0,0,0.458333333333333
"8789",5274,225.39,1,0,0,0.458333333333333
"8790",5274,258.01,1,0,0,0.458333333333333
"8791",5274,274.73,1,0,0,0.458333333333333
"8792",5274,262.61,0,0,0,0.458333333333333
"8793",5274,256.28,1,0,0,0.458333333333333
"8794",5274,273.48,0,0,0,0.458333333333333
"8795",5274,297.19,0,0,0,0.458333333333333
"8796",5274,252.87,1,0,0,0.458333333333333
"8797",5274,262.09,1,0,0,0.458333333333333
"8798",5274,252.82,0,0,0,0.458333333333333
"8799",5274,244.02,0,0,0,0.458333333333333
"8800",5274,250.84,0,0,0,0.458333333333333
"8801",5274,234.09,0,0,0,0.458333333333333
"8802",5274,171.8,1,0,0,0.458333333333333
"8803",5274,259.86,0,0,0,0.458333333333333
"8804",5274,273.81,0,0,0,0.458333333333333
"8805",5274,271.63,0,0,0,0.458333333333333
"8806",5274,270.39,0,0,0,0.458333333333333
"8807",5274,274.47,0,0,0,0.458333333333333
"8808",5274,263.38,0,0,0,0.458333333333333
"8809",5274,270.16,1,0,0,0.458333333333333
"8810",5274,275.96,1,0,0,0.458333333333333
"8811",5274,202.69,1,0,0,0.458333333333333
"8812",5274,267.42,1,0,0,0.458333333333333
"8813",5274,270.53,0,0,0,0.458333333333333
"8814",5274,283.55,0,0,0,0.458333333333333
"8815",5274,268.9,1,0,0,0.458333333333333
"8816",5274,199.9,1,0,0,0.458333333333333
"8817",5274,217.23,1,0,0,0.458333333333333
"8818",5274,292.83,0,0,0,0.458333333333333
"8819",5274,240.45,0,0,0,0.458333333333333
"8820",5274,262.84,0,0,0,0.458333333333333
"8821",5274,242.21,1,0,0,0.458333333333333
"8822",5274,281.01,0,0,0,0.458333333333333
"8823",5274,243.01,0,0,0,0.458333333333333
"8824",5274,242.09,1,0,0,0.458333333333333
"8825",5274,284.2,1,0,0,0.458333333333333
"8826",5274,255.34,0,0,0,0.458333333333333
"8827",5274,247.71,1,0,0,0.458333333333333
"8828",5274,274.36,0,0,0,0.458333333333333
"8829",5274,260.99,0,0,0,0.458333333333333
"8830",5274,260.89,1,0,0,0.458333333333333
"8831",5274,277.95,0,0,0,0.458333333333333
"8832",5274,255.73,1,0,0,0.458333333333333
"8833",5274,262.38,0,0,0,0.458333333333333
"8834",5274,262.02,1,0,0,0.458333333333333
"8835",5274,270.34,1,0,0,0.458333333333333
"8836",5295,276.41,1,0,0,1
"8837",5313,290.23,0,1,1,0.37037037037037
"8838",5313,291.36,0,0,1,0.37037037037037
"8839",5313,291.49,1,1,1,0.37037037037037
"8840",5313,309.29,1,1,0,0.37037037037037
"8841",5313,246.19,1,1,0,0.37037037037037
"8842",5313,294.65,1,1,0,0.37037037037037
"8843",5313,244.49,0,1,0,0.37037037037037
"8844",5313,222.41,1,1,0,0.37037037037037
"8845",5313,290.65,0,1,1,0.37037037037037
"8846",5313,287.79,1,1,0,0.37037037037037
"8847",5313,263.14,0,0,1,0.37037037037037
"8848",5313,264.96,0,0,1,0.37037037037037
"8849",5313,266.49,0,1,1,0.37037037037037
"8850",5313,236.64,0,1,0,0.37037037037037
"8851",5313,274.17,0,0,1,0.37037037037037
"8852",5313,218.31,0,0,1,0.37037037037037
"8853",5313,193.21,0,0,0,0.37037037037037
"8854",5313,308.76,0,1,0,0.37037037037037
"8855",5313,249.51,1,1,0,0.37037037037037
"8856",5313,227.83,0,1,0,0.37037037037037
"8857",5313,227.98,1,1,0,0.37037037037037
"8858",5313,269.67,1,1,0,0.37037037037037
"8859",5313,305.8,0,1,1,0.37037037037037
"8860",5313,328.93,0,1,1,0.37037037037037
"8861",5313,302.93,0,1,0,0.37037037037037
"8862",5313,254.41,1,1,0,0.37037037037037
"8863",5313,305.8,0,1,0,0.37037037037037
"8864",5328,319.59,1,1,0,0.541666666666667
"8865",5328,305.28,1,0,0,0.541666666666667
"8866",5328,317.69,1,0,0,0.541666666666667
"8867",5328,300.93,1,0,0,0.541666666666667
"8868",5328,282.25,0,0,0,0.541666666666667
"8869",5328,325.31,1,1,0,0.541666666666667
"8870",5328,293.37,0,1,0,0.541666666666667
"8871",5328,284.5,1,0,0,0.541666666666667
"8872",5328,327.63,0,1,0,0.541666666666667
"8873",5328,288.74,1,1,0,0.541666666666667
"8874",5328,307.59,1,1,0,0.541666666666667
"8875",5328,284.95,0,1,0,0.541666666666667
"8876",5328,276.46,1,1,0,0.541666666666667
"8877",5328,275.67,0,0,0,0.541666666666667
"8878",5328,269.84,0,0,0,0.541666666666667
"8879",5328,311.52,1,1,0,0.541666666666667
"8880",5328,284.47,0,1,0,0.541666666666667
"8881",5328,313.98,0,1,0,0.541666666666667
"8882",5328,283.88,0,0,0,0.541666666666667
"8883",5328,342.76,0,1,0,0.541666666666667
"8884",5328,268.94,1,0,0,0.541666666666667
"8885",5328,295.86,1,1,0,0.541666666666667
"8886",5328,286.24,1,1,0,0.541666666666667
"8887",5328,301.44,0,1,0,0.541666666666667
"8888",5335,267.94,1,1,0,0.333333333333333
"8889",5335,296.3,0,1,0,0.333333333333333
"8890",5335,207.52,0,0,0,0.333333333333333
"8891",5337,239.48,0,1,0,0.291666666666667
"8892",5337,293.11,0,1,0,0.291666666666667
"8893",5337,290.42,0,1,0,0.291666666666667
"8894",5337,287.13,0,1,0,0.291666666666667
"8895",5337,324.57,1,1,0,0.291666666666667
"8896",5337,282.06,0,1,0,0.291666666666667
"8897",5337,296.98,0,1,0,0.291666666666667
"8898",5337,239.24,0,0,1,0.291666666666667
"8899",5337,331.26,1,1,0,0.291666666666667
"8900",5337,281.86,1,1,0,0.291666666666667
"8901",5337,259.4,0,1,0,0.291666666666667
"8902",5337,238.57,0,1,0,0.291666666666667
"8903",5337,278.16,0,1,0,0.291666666666667
"8904",5337,305.15,0,1,0,0.291666666666667
"8905",5337,277.78,0,1,0,0.291666666666667
"8906",5337,325.6,1,0,0,0.291666666666667
"8907",5337,257.79,0,0,0,0.291666666666667
"8908",5337,289.58,1,1,0,0.291666666666667
"8909",5337,305.43,0,1,0,0.291666666666667
"8910",5337,312.31,1,1,0,0.291666666666667
"8911",5337,336.9,1,1,0,0.291666666666667
"8912",5337,246.82,0,1,0,0.291666666666667
"8913",5337,241.51,0,0,0,0.291666666666667
"8914",5337,284.97,0,1,0,0.291666666666667
"8915",5356,290.46,1,1,0,0.333333333333333
"8916",5356,254.79,0,1,0,0.333333333333333
"8917",5356,242.13,0,1,0,0.333333333333333
"8918",5356,304.36,0,1,0,0.333333333333333
"8919",5356,281.5,0,1,0,0.333333333333333
"8920",5356,317.07,1,1,0,0.333333333333333
"8921",5357,299.57,0,0,0,0.0740740740740741
"8922",5357,302.56,0,1,0,0.0740740740740741
"8923",5357,270.22,0,0,0,0.0740740740740741
"8924",5357,243.49,0,0,0,0.0740740740740741
"8925",5357,200.24,0,0,1,0.0740740740740741
"8926",5357,284.51,0,1,0,0.0740740740740741
"8927",5357,266.38,0,0,0,0.0740740740740741
"8928",5357,238.94,0,0,0,0.0740740740740741
"8929",5357,202.52,0,0,1,0.0740740740740741
"8930",5357,264.69,1,0,0,0.0740740740740741
"8931",5357,263.46,0,0,0,0.0740740740740741
"8932",5357,243.07,0,0,0,0.0740740740740741
"8933",5357,255.07,0,0,0,0.0740740740740741
"8934",5357,272.8,0,0,0,0.0740740740740741
"8935",5357,237.35,0,0,1,0.0740740740740741
"8936",5357,260.17,1,0,0,0.0740740740740741
"8937",5357,233.18,0,1,0,0.0740740740740741
"8938",5357,241.45,0,0,1,0.0740740740740741
"8939",5357,297.14,0,0,0,0.0740740740740741
"8940",5357,283.23,0,0,0,0.0740740740740741
"8941",5357,241.44,0,1,0,0.0740740740740741
"8942",5357,261.71,0,0,1,0.0740740740740741
"8943",5357,233.04,0,0,0,0.0740740740740741
"8944",5357,276.84,0,1,0,0.0740740740740741
"8945",5357,262.79,0,0,0,0.0740740740740741
"8946",5357,268.19,0,0,0,0.0740740740740741
"8947",5357,273.57,0,1,0,0.0740740740740741
"8948",5366,311.83,0,1,0,0.217391304347826
"8949",5366,289.18,0,1,0,0.217391304347826
"8950",5366,262.07,1,1,0,0.217391304347826
"8951",5366,261.59,0,1,0,0.217391304347826
"8952",5366,309.7,1,1,0,0.217391304347826
"8953",5366,259.16,0,1,0,0.217391304347826
"8954",5366,259.89,0,1,0,0.217391304347826
"8955",5366,216.71,0,1,0,0.217391304347826
"8956",5366,224.12,0,1,0,0.217391304347826
"8957",5366,215.16,0,1,0,0.217391304347826
"8958",5366,276.6,0,1,0,0.217391304347826
"8959",5366,250.86,0,1,0,0.217391304347826
"8960",5366,208.3,0,1,0,0.217391304347826
"8961",5366,258.7,0,1,0,0.217391304347826
"8962",5366,283.78,0,1,0,0.217391304347826
"8963",5366,203.52,0,1,0,0.217391304347826
"8964",5366,295.96,0,1,0,0.217391304347826
"8965",5366,259.2,1,1,0,0.217391304347826
"8966",5366,260.33,0,1,0,0.217391304347826
"8967",5366,288.08,0,1,0,0.217391304347826
"8968",5366,268.59,0,1,0,0.217391304347826
"8969",5366,256.28,1,1,0,0.217391304347826
"8970",5366,220.18,0,0,0,0.217391304347826
"8971",5366,305.05,0,1,0,0.217391304347826
"8972",5366,281.56,0,1,0,0.217391304347826
"8973",5366,300.88,0,1,0,0.217391304347826
"8974",5366,298.33,0,1,0,0.217391304347826
"8975",5366,257.99,1,1,0,0.217391304347826
"8976",5366,246.03,0,1,0,0.217391304347826
"8977",5366,271.16,0,1,0,0.217391304347826
"8978",5366,336.05,0,1,0,0.217391304347826
"8979",5366,239.51,0,1,0,0.217391304347826
"8980",5366,268.06,0,1,0,0.217391304347826
"8981",5366,294.32,0,1,0,0.217391304347826
"8982",5366,329.02,1,1,0,0.217391304347826
"8983",5366,282.5,1,1,0,0.217391304347826
"8984",5366,328.6,1,1,0,0.217391304347826
"8985",5366,298.37,0,1,0,0.217391304347826
"8986",5366,282.17,0,1,0,0.217391304347826
"8987",5366,350.5,0,1,0,0.217391304347826
"8988",5366,292.31,1,1,0,0.217391304347826
"8989",5366,273.4,0,1,0,0.217391304347826
"8990",5366,323.73,0,1,0,0.217391304347826
"8991",5366,297.05,0,1,0,0.217391304347826
"8992",5366,237.44,0,1,0,0.217391304347826
"8993",5366,298.32,1,1,0,0.217391304347826
"8994",5377,313.62,1,1,0,0.928571428571429
"8995",5377,265.26,0,1,0,0.928571428571429
"8996",5377,321.36,1,1,0,0.928571428571429
"8997",5377,303.15,1,1,0,0.928571428571429
"8998",5377,277.99,1,1,0,0.928571428571429
"8999",5377,324.82,1,1,0,0.928571428571429
"9000",5377,288.82,1,1,0,0.928571428571429
"9001",5377,324.36,1,1,0,0.928571428571429
"9002",5377,287.98,1,1,0,0.928571428571429
"9003",5377,271.23,1,1,0,0.928571428571429
"9004",5377,278.8,1,1,0,0.928571428571429
"9005",5377,269.41,1,1,0,0.928571428571429
"9006",5377,243.07,0,1,0,0.928571428571429
"9007",5377,330.46,1,1,0,0.928571428571429
"9008",5377,302.96,1,1,0,0.928571428571429
"9009",5377,299.19,1,1,0,0.928571428571429
"9010",5377,303.69,1,1,0,0.928571428571429
"9011",5377,287.96,1,1,0,0.928571428571429
"9012",5377,297.8,1,1,0,0.928571428571429
"9013",5377,282.45,1,1,0,0.928571428571429
"9014",5377,295.1,1,1,0,0.928571428571429
"9015",5377,291,1,1,0,0.928571428571429
"9016",5377,287.53,1,1,0,0.928571428571429
"9017",5377,356.76,1,1,0,0.928571428571429
"9018",5377,322.25,1,0,0,0.928571428571429
"9019",5377,310.89,1,1,0,0.928571428571429
"9020",5377,277.64,1,1,0,0.928571428571429
"9021",5377,309.53,1,1,0,0.928571428571429
"9022",5389,184.52,0,0,1,0.115384615384615
"9023",5389,315.34,0,0,0,0.115384615384615
"9024",5389,196.84,0,0,1,0.115384615384615
"9025",5389,250.57,0,0,1,0.115384615384615
"9026",5389,267.49,0,0,1,0.115384615384615
"9027",5389,282.65,0,0,0,0.115384615384615
"9028",5389,297.78,0,0,0,0.115384615384615
"9029",5389,283.17,1,0,1,0.115384615384615
"9030",5389,167.12,0,0,1,0.115384615384615
"9031",5389,234.47,0,1,0,0.115384615384615
"9032",5389,207.85,0,1,0,0.115384615384615
"9033",5389,201.31,0,0,1,0.115384615384615
"9034",5389,236.78,0,0,1,0.115384615384615
"9035",5389,284.11,0,0,0,0.115384615384615
"9036",5389,230.13,0,0,1,0.115384615384615
"9037",5389,241.52,0,0,1,0.115384615384615
"9038",5389,211.87,0,0,1,0.115384615384615
"9039",5389,280.3,0,0,1,0.115384615384615
"9040",5389,256.22,0,0,1,0.115384615384615
"9041",5389,295.61,1,0,0,0.115384615384615
"9042",5389,270.43,0,0,0,0.115384615384615
"9043",5389,281.56,0,0,1,0.115384615384615
"9044",5389,234.76,0,0,0,0.115384615384615
"9045",5389,228.98,0,0,1,0.115384615384615
"9046",5389,236.94,0,0,1,0.115384615384615
"9047",5389,257,1,0,0,0.115384615384615
"9048",5398,241.69,0,0,0,0.15
"9049",5398,205.08,0,0,0,0.15
"9050",5398,276.25,1,1,0,0.15
"9051",5398,336.84,0,1,0,0.15
"9052",5398,214.09,0,0,0,0.15
"9053",5398,293.14,0,1,0,0.15
"9054",5398,195.38,0,1,0,0.15
"9055",5398,263.98,0,1,0,0.15
"9056",5398,274.29,0,0,0,0.15
"9057",5398,240.8,1,0,0,0.15
"9058",5398,270.81,1,1,0,0.15
"9059",5398,261.82,0,1,0,0.15
"9060",5398,258.92,0,1,0,0.15
"9061",5398,249.48,0,1,0,0.15
"9062",5398,310.94,0,1,0,0.15
"9063",5398,243.16,0,1,0,0.15
"9064",5398,232.99,0,1,0,0.15
"9065",5398,273.87,0,0,0,0.15
"9066",5398,282.06,0,1,0,0.15
"9067",5398,282.68,0,1,0,0.15
"9068",5409,253.74,0,1,0,0.230769230769231
"9069",5409,259.05,0,0,1,0.230769230769231
"9070",5409,256.91,0,0,1,0.230769230769231
"9071",5409,223.89,0,0,1,0.230769230769231
"9072",5409,287.8,1,1,0,0.230769230769231
"9073",5409,308.84,0,1,0,0.230769230769231
"9074",5409,215.28,0,0,0,0.230769230769231
"9075",5409,298.43,1,1,0,0.230769230769231
"9076",5409,245.16,1,0,0,0.230769230769231
"9077",5409,248.21,0,1,0,0.230769230769231
"9078",5409,266.6,0,0,0,0.230769230769231
"9079",5409,212.83,0,0,1,0.230769230769231
"9080",5409,206.04,0,0,1,0.230769230769231
"9081",5409,251.03,0,0,1,0.230769230769231
"9082",5409,262.28,0,0,0,0.230769230769231
"9083",5409,281.77,0,1,0,0.230769230769231
"9084",5409,270.17,0,0,1,0.230769230769231
"9085",5409,285.5,0,0,0,0.230769230769231
"9086",5409,245.6,0,0,1,0.230769230769231
"9087",5409,277.64,1,0,1,0.230769230769231
"9088",5409,246.61,0,0,1,0.230769230769231
"9089",5409,297.25,1,1,0,0.230769230769231
"9090",5409,271.48,0,0,0,0.230769230769231
"9091",5409,283.83,0,0,1,0.230769230769231
"9092",5409,271.12,0,0,0,0.230769230769231
"9093",5409,256.84,1,0,0,0.230769230769231
"9094",5414,283.02,0,0,0,0.1
"9095",5414,287.25,0,0,0,0.1
"9096",5414,250.79,0,0,0,0.1
"9097",5414,250.74,0,0,0,0.1
"9098",5414,246.32,1,0,0,0.1
"9099",5414,233.4,0,0,0,0.1
"9100",5414,256.51,0,0,0,0.1
"9101",5414,242.55,0,0,0,0.1
"9102",5414,241.23,0,0,0,0.1
"9103",5414,244.48,0,0,0,0.1
"9104",5416,279.91,1,1,0,0.941176470588235
"9105",5416,262.94,1,1,0,0.941176470588235
"9106",5416,298.48,1,1,0,0.941176470588235
"9107",5416,276.92,1,1,0,0.941176470588235
"9108",5416,253.97,1,1,0,0.941176470588235
"9109",5416,314.44,1,1,0,0.941176470588235
"9110",5416,300.46,1,1,0,0.941176470588235
"9111",5416,313.91,0,1,0,0.941176470588235
"9112",5416,361.43,1,1,0,0.941176470588235
"9113",5416,310.79,1,1,0,0.941176470588235
"9114",5416,327.15,1,1,0,0.941176470588235
"9115",5416,279.86,1,1,0,0.941176470588235
"9116",5416,298.65,1,1,0,0.941176470588235
"9117",5416,268.59,1,1,0,0.941176470588235
"9118",5416,258.97,1,1,0,0.941176470588235
"9119",5416,349.82,1,1,0,0.941176470588235
"9120",5416,310.67,1,1,0,0.941176470588235
"9121",5517,271.86,0,1,0,0.434782608695652
"9122",5517,305.34,0,1,0,0.434782608695652
"9123",5517,303.95,0,1,0,0.434782608695652
"9124",5517,301.72,1,1,0,0.434782608695652
"9125",5517,302.55,1,1,0,0.434782608695652
"9126",5517,224.68,1,0,0,0.434782608695652
"9127",5517,327.61,1,1,0,0.434782608695652
"9128",5517,251.67,0,1,0,0.434782608695652
"9129",5517,307.37,0,0,0,0.434782608695652
"9130",5517,332.53,1,1,0,0.434782608695652
"9131",5517,240.97,0,1,0,0.434782608695652
"9132",5517,304.72,1,1,0,0.434782608695652
"9133",5517,283.89,1,1,0,0.434782608695652
"9134",5517,242.11,0,0,0,0.434782608695652
"9135",5517,265.8,0,0,0,0.434782608695652
"9136",5517,278.6,0,1,0,0.434782608695652
"9137",5517,264.54,0,1,0,0.434782608695652
"9138",5517,278.7,0,1,0,0.434782608695652
"9139",5517,269.46,1,1,0,0.434782608695652
"9140",5517,281.58,0,1,0,0.434782608695652
"9141",5517,291.14,0,1,0,0.434782608695652
"9142",5517,303.15,1,1,0,0.434782608695652
"9143",5517,281.83,1,1,0,0.434782608695652
"9144",5537,281.12,1,1,0,0.76
"9145",5537,273.22,0,0,0,0.76
"9146",5537,253.57,1,1,0,0.76
"9147",5537,328.7,1,1,0,0.76
"9148",5537,281.83,1,1,0,0.76
"9149",5537,271.75,1,1,0,0.76
"9150",5537,284.33,1,1,0,0.76
"9151",5537,279.14,0,0,0,0.76
"9152",5537,304.4,1,1,0,0.76
"9153",5537,298.32,1,1,0,0.76
"9154",5537,311.42,0,1,0,0.76
"9155",5537,329.92,1,1,0,0.76
"9156",5537,310.89,1,1,0,0.76
"9157",5537,306.48,1,1,0,0.76
"9158",5537,346.75,1,1,0,0.76
"9159",5537,304.13,1,1,0,0.76
"9160",5537,348.5,1,1,0,0.76
"9161",5537,291.02,1,1,0,0.76
"9162",5537,279.36,0,1,0,0.76
"9163",5537,300.28,0,1,0,0.76
"9164",5537,271.8,1,1,0,0.76
"9165",5537,279.54,1,1,0,0.76
"9166",5537,347.1,1,1,0,0.76
"9167",5537,276.18,1,1,0,0.76
"9168",5537,275.01,0,1,0,0.76
"9169",5563,261.47,0,0,0,0.333333333333333
"9170",5563,233.93,0,0,1,0.333333333333333
"9171",5563,241.14,0,0,1,0.333333333333333
"9172",5563,273.08,0,0,0,0.333333333333333
"9173",5563,221.68,0,0,0,0.333333333333333
"9174",5563,333.28,0,0,0,0.333333333333333
"9175",5563,216.79,1,0,1,0.333333333333333
"9176",5563,244.8,0,1,1,0.333333333333333
"9177",5563,203.67,0,0,0,0.333333333333333
"9178",5563,254.67,1,0,1,0.333333333333333
"9179",5563,213.2,0,1,1,0.333333333333333
"9180",5563,208.24,1,1,1,0.333333333333333
"9181",5563,281.29,1,1,0,0.333333333333333
"9182",5563,225.74,1,1,1,0.333333333333333
"9183",5563,298.21,0,0,0,0.333333333333333
"9184",5563,298.99,1,1,0,0.333333333333333
"9185",5563,241.51,0,0,0,0.333333333333333
"9186",5563,207.52,0,0,0,0.333333333333333
"9187",5563,274.49,1,1,1,0.333333333333333
"9188",5563,267.23,0,0,0,0.333333333333333
"9189",5563,247.4,0,1,0,0.333333333333333
"9190",5563,265.57,1,0,1,0.333333333333333
"9191",5563,265.91,0,1,0,0.333333333333333
"9192",5563,248.13,0,0,0,0.333333333333333
"9193",5563,262.09,0,0,0,0.333333333333333
"9194",5563,228.09,0,0,0,0.333333333333333
"9195",5563,194.26,1,1,1,0.333333333333333
"9196",5563,252.66,0,0,1,0.333333333333333
"9197",5563,248.45,0,0,0,0.333333333333333
"9198",5563,199.71,1,0,1,0.333333333333333
"9199",5590,265.06,0,0,0,0.354838709677419
"9200",5590,311.74,0,0,0,0.354838709677419
"9201",5590,277.27,0,0,0,0.354838709677419
"9202",5590,235.08,0,0,0,0.354838709677419
"9203",5590,267.85,0,0,0,0.354838709677419
"9204",5590,275.88,1,0,0,0.354838709677419
"9205",5590,289.61,0,0,0,0.354838709677419
"9206",5590,269.73,1,1,0,0.354838709677419
"9207",5590,293.85,0,0,0,0.354838709677419
"9208",5590,257.23,0,1,0,0.354838709677419
"9209",5590,294.63,1,0,0,0.354838709677419
"9210",5590,350.48,0,0,0,0.354838709677419
"9211",5590,277.99,1,1,0,0.354838709677419
"9212",5590,266.86,0,0,0,0.354838709677419
"9213",5590,290.76,0,0,0,0.354838709677419
"9214",5590,304.71,0,0,0,0.354838709677419
"9215",5590,197.91,0,0,0,0.354838709677419
"9216",5590,251.71,0,0,0,0.354838709677419
"9217",5590,274.59,0,0,0,0.354838709677419
"9218",5590,301.96,0,1,0,0.354838709677419
"9219",5590,290.67,1,1,0,0.354838709677419
"9220",5590,265.82,0,0,0,0.354838709677419
"9221",5590,299.72,1,1,0,0.354838709677419
"9222",5590,291.5,0,0,0,0.354838709677419
"9223",5590,286.42,1,1,0,0.354838709677419
"9224",5590,341.47,1,1,0,0.354838709677419
"9225",5590,303.62,1,1,0,0.354838709677419
"9226",5590,314.8,0,1,0,0.354838709677419
"9227",5590,281.11,1,1,0,0.354838709677419
"9228",5590,288.29,0,0,0,0.354838709677419
"9229",5590,244.47,1,1,0,0.354838709677419
"9230",5600,286.97,1,0,0,0.4
"9231",5600,226.89,1,0,0,0.4
"9232",5600,303.59,0,0,0,0.4
"9233",5600,268.24,1,0,0,0.4
"9234",5600,258.89,0,0,0,0.4
"9235",5600,252.44,0,0,0,0.4
"9236",5600,289.48,0,0,0,0.4
"9237",5600,301.17,0,0,0,0.4
"9238",5600,278.99,1,0,0,0.4
"9239",5600,226.8,1,0,0,0.4
"9240",5600,286.2,0,0,0,0.4
"9241",5600,270.62,1,0,0,0.4
"9242",5600,254.44,1,0,1,0.4
"9243",5600,230.55,0,0,0,0.4
"9244",5600,269.05,0,0,0,0.4
"9245",5600,267.96,0,0,0,0.4
"9246",5600,309.34,0,0,0,0.4
"9247",5600,302.27,0,0,0,0.4
"9248",5600,245.03,0,0,0,0.4
"9249",5600,313.18,1,0,0,0.4
"9250",5600,272.62,0,0,0,0.4
"9251",5600,205.53,0,1,0,0.4
"9252",5600,294.13,1,0,0,0.4
"9253",5600,321.82,1,0,0,0.4
"9254",5600,270.53,0,0,0,0.4
"9255",5602,275.15,1,1,0,0.75
"9256",5602,319.26,1,1,0,0.75
"9257",5602,295.57,1,1,0,0.75
"9258",5602,275.77,1,1,0,0.75
"9259",5602,329.24,1,1,0,0.75
"9260",5602,286.22,1,1,0,0.75
"9261",5602,281.7,1,1,0,0.75
"9262",5602,276.6,1,1,0,0.75
"9263",5602,228.04,0,1,0,0.75
"9264",5602,265.37,1,1,0,0.75
"9265",5602,327.25,1,1,0,0.75
"9266",5602,303.43,1,1,0,0.75
"9267",5602,272.65,1,1,0,0.75
"9268",5602,233.89,0,1,0,0.75
"9269",5602,314.2,1,1,0,0.75
"9270",5602,274.83,0,1,0,0.75
"9271",5602,278.13,1,1,0,0.75
"9272",5602,321.22,0,1,0,0.75
"9273",5602,262.34,0,1,0,0.75
"9274",5602,251.52,1,0,0,0.75
"9275",5602,276.85,1,1,0,0.75
"9276",5602,274.48,1,1,0,0.75
"9277",5602,293.74,1,1,0,0.75
"9278",5602,309.75,1,1,0,0.75
"9279",5602,261.86,0,1,0,0.75
"9280",5602,232.28,1,0,0,0.75
"9281",5602,250.49,1,1,0,0.75
"9282",5602,288.85,0,0,0,0.75
"9283",5604,302.07,0,1,0,0.391304347826087
"9284",5604,254.65,1,1,0,0.391304347826087
"9285",5604,205.03,0,1,0,0.391304347826087
"9286",5604,249.73,0,0,0,0.391304347826087
